,Year,m,d,Time,Cloud amount (1/8),Relative humidity (%),Precipitation intensity (mm/h),Air temperature (degC),Wind speed (m/s)
0,2019,4,1,00:00,0.0,77.0,0.0,-0.1,4.6
1,2019,4,1,00:10,0.0,77.0,0.0,0.0,4.8
2,2019,4,1,00:20,0.0,77.0,0.0,0.1,5.1
3,2019,4,1,00:30,0.0,77.0,0.0,0.1,4.9
4,2019,4,1,00:40,0.0,76.0,0.0,0.2,5.3
5,2019,4,1,00:50,0.0,77.0,0.0,0.0,5.0
6,2019,4,1,01:00,0.0,78.0,0.0,-0.1,5.1
7,2019,4,1,01:10,0.0,77.0,0.0,0.0,5.2
8,2019,4,1,01:20,0.0,77.0,0.0,0.0,5.0
9,2019,4,1,01:30,0.0,78.0,0.0,0.0,4.1
10,2019,4,1,01:40,0.0,80.0,0.0,-0.5,4.6
11,2019,4,1,01:50,0.0,81.0,0.0,-0.6,4.9
12,2019,4,1,02:00,0.0,82.0,0.0,-0.9,4.5
13,2019,4,1,02:10,0.0,81.0,0.0,-0.7,4.4
14,2019,4,1,02:20,0.0,82.0,0.0,-1.0,4.4
15,2019,4,1,02:30,0.0,84.0,0.0,-1.1,4.7
16,2019,4,1,02:40,0.0,84.0,0.0,-1.1,4.2
17,2019,4,1,02:50,0.0,84.0,0.0,-1.2,4.1
18,2019,4,1,03:00,0.0,84.0,0.0,-1.2,3.9
19,2019,4,1,03:10,0.0,85.0,0.0,-1.4,4.1
20,2019,4,1,03:20,0.0,85.0,0.0,-1.2,3.9
21,2019,4,1,03:30,0.0,85.0,0.0,-1.3,4.3
22,2019,4,1,03:40,0.0,86.0,0.0,-1.2,4.5
23,2019,4,1,03:50,0.0,84.0,0.0,-1.0,4.2
24,2019,4,1,04:00,0.0,84.0,0.0,-1.0,4.0
25,2019,4,1,04:10,0.0,84.0,0.0,-1.1,4.1
26,2019,4,1,04:20,0.0,84.0,0.0,-0.9,4.3
27,2019,4,1,04:30,0.0,84.0,0.0,-0.9,4.2
28,2019,4,1,04:40,0.0,82.0,0.0,-0.5,4.5
29,2019,4,1,04:50,0.0,82.0,0.0,-0.5,4.8
30,2019,4,1,05:00,0.0,80.0,0.0,-0.1,4.7
31,2019,4,1,05:10,0.0,79.0,0.0,0.2,4.5
32,2019,4,1,05:20,0.0,77.0,0.0,0.5,4.8
33,2019,4,1,05:30,0.0,76.0,0.0,0.7,4.2
34,2019,4,1,05:40,0.0,74.0,0.0,1.1,4.8
35,2019,4,1,05:50,0.0,71.0,0.0,1.4,5.3
36,2019,4,1,06:00,0.0,68.0,0.0,1.7,5.0
37,2019,4,1,06:10,0.0,67.0,0.0,2.0,4.4
38,2019,4,1,06:20,0.0,66.0,0.0,2.2,4.5
39,2019,4,1,06:30,0.0,65.0,0.0,2.3,4.5
40,2019,4,1,06:40,0.0,64.0,0.0,2.5,4.2
41,2019,4,1,06:50,0.0,64.0,0.0,2.6,4.5
42,2019,4,1,07:00,0.0,61.0,0.0,3.3,4.1
43,2019,4,1,07:10,0.0,62.0,0.0,3.2,5.0
44,2019,4,1,07:20,0.0,62.0,0.0,3.3,5.3
45,2019,4,1,07:30,0.0,59.0,0.0,3.4,4.9
46,2019,4,1,07:40,0.0,56.0,0.0,3.7,4.5
47,2019,4,1,07:50,0.0,60.0,0.0,4.1,4.6
48,2019,4,1,08:00,0.0,55.0,0.0,4.1,5.2
49,2019,4,1,08:10,0.0,55.0,0.0,4.5,5.0
50,2019,4,1,08:20,0.0,52.0,0.0,4.5,5.5
51,2019,4,1,08:30,0.0,51.0,0.0,4.9,6.0
52,2019,4,1,08:40,0.0,48.0,0.0,5.3,4.4
53,2019,4,1,08:50,0.0,46.0,0.0,5.2,4.3
54,2019,4,1,09:00,0.0,42.0,0.0,5.2,6.1
55,2019,4,1,09:10,0.0,42.0,0.0,5.4,5.4
56,2019,4,1,09:20,0.0,40.0,0.0,5.6,5.3
57,2019,4,1,09:30,0.0,40.0,0.0,5.9,6.2
58,2019,4,1,09:40,0.0,40.0,0.0,5.8,6.2
59,2019,4,1,09:50,0.0,40.0,0.0,6.1,7.2
60,2019,4,1,10:00,0.0,39.0,0.0,6.4,5.2
61,2019,4,1,10:10,0.0,35.0,0.0,6.6,5.7
62,2019,4,1,10:20,0.0,38.0,0.0,6.5,5.3
63,2019,4,1,10:30,0.0,38.0,0.0,6.8,5.5
64,2019,4,1,10:40,0.0,37.0,0.0,6.6,7.3
65,2019,4,1,10:50,0.0,33.0,0.0,6.7,7.7
66,2019,4,1,11:00,0.0,34.0,0.0,7.0,5.0
67,2019,4,1,11:10,0.0,36.0,0.0,7.1,5.7
68,2019,4,1,11:20,0.0,34.0,0.0,7.5,5.0
69,2019,4,1,11:30,0.0,31.0,0.0,7.3,6.8
70,2019,4,1,11:40,0.0,31.0,0.0,7.3,5.8
71,2019,4,1,11:50,0.0,31.0,0.0,6.9,8.5
72,2019,4,1,12:00,0.0,31.0,0.0,7.6,7.8
73,2019,4,1,12:10,0.0,30.0,0.0,7.5,7.3
74,2019,4,1,12:20,0.0,31.0,0.0,7.6,7.4
75,2019,4,1,12:30,0.0,31.0,0.0,7.6,8.1
76,2019,4,1,12:40,0.0,30.0,0.0,7.7,6.9
77,2019,4,1,12:50,0.0,30.0,0.0,7.6,7.3
78,2019,4,1,13:00,0.0,30.0,0.0,7.8,8.0
79,2019,4,1,13:10,0.0,30.0,0.0,8.0,6.9
80,2019,4,1,13:20,0.0,31.0,0.0,7.9,6.9
81,2019,4,1,13:30,0.0,32.0,0.0,7.8,8.4
82,2019,4,1,13:40,0.0,30.0,0.0,7.8,6.9
83,2019,4,1,13:50,0.0,30.0,0.0,7.8,6.7
84,2019,4,1,14:00,0.0,32.0,0.0,7.6,8.2
85,2019,4,1,14:10,0.0,32.0,0.0,7.9,7.8
86,2019,4,1,14:20,0.0,32.0,0.0,8.0,5.3
87,2019,4,1,14:30,0.0,31.0,0.0,7.6,6.8
88,2019,4,1,14:40,0.0,33.0,0.0,7.6,7.2
89,2019,4,1,14:50,0.0,31.0,0.0,7.6,5.5
90,2019,4,1,15:00,0.0,29.0,0.0,7.3,6.5
91,2019,4,1,15:10,0.0,31.0,0.0,7.4,5.0
92,2019,4,1,15:20,0.0,35.0,0.0,6.9,6.1
93,2019,4,1,15:30,0.0,35.0,0.0,6.8,6.7
94,2019,4,1,15:40,0.0,37.0,0.0,6.3,7.3
95,2019,4,1,15:50,0.0,38.0,0.0,6.2,6.0
96,2019,4,1,16:00,0.0,38.0,0.0,6.0,6.6
97,2019,4,1,16:10,0.0,38.0,0.0,5.9,7.5
98,2019,4,1,16:20,0.0,39.0,0.0,5.6,6.1
99,2019,4,1,16:30,0.0,39.0,0.0,5.5,7.0
100,2019,4,1,16:40,0.0,43.0,0.0,5.0,6.8
101,2019,4,1,16:50,0.0,44.0,0.0,4.8,6.8
102,2019,4,1,17:00,0.0,45.0,0.0,4.6,6.0
103,2019,4,1,17:10,0.0,47.0,0.0,4.2,5.0
104,2019,4,1,17:20,0.0,48.0,0.0,4.2,5.6
105,2019,4,1,17:30,0.0,48.0,0.0,3.9,5.6
106,2019,4,1,17:40,0.0,48.0,0.0,3.8,5.7
107,2019,4,1,17:50,0.0,50.0,0.0,3.4,5.7
108,2019,4,1,18:00,0.0,52.0,0.0,3.1,5.1
109,2019,4,1,18:10,0.0,64.0,0.0,2.6,4.7
110,2019,4,1,18:20,0.0,65.0,0.0,2.3,4.8
111,2019,4,1,18:30,0.0,62.0,0.0,2.7,5.1
112,2019,4,1,18:40,0.0,62.0,0.0,2.5,5.7
113,2019,4,1,18:50,0.0,61.0,0.0,2.6,5.2
114,2019,4,1,19:00,0.0,63.0,0.0,2.1,4.5
115,2019,4,1,19:10,0.0,64.0,0.0,1.8,4.5
116,2019,4,1,19:20,0.0,62.0,0.0,2.0,4.3
117,2019,4,1,19:30,0.0,65.0,0.0,1.4,3.6
118,2019,4,1,19:40,0.0,68.0,0.0,1.2,4.2
119,2019,4,1,19:50,0.0,66.0,0.0,1.5,5.1
120,2019,4,1,20:00,0.0,66.0,0.0,1.4,5.5
121,2019,4,1,20:10,0.0,68.0,0.0,1.2,5.0
122,2019,4,1,20:20,0.0,70.0,0.0,1.0,4.8
123,2019,4,1,20:30,0.0,71.0,0.0,0.9,4.9
124,2019,4,1,20:40,0.0,75.0,0.0,0.3,4.2
125,2019,4,1,20:50,0.0,76.0,0.0,0.3,4.3
126,2019,4,1,21:00,0.0,78.0,0.0,0.3,4.2
127,2019,4,1,21:10,0.0,79.0,0.0,0.5,4.9
128,2019,4,1,21:20,0.0,80.0,0.0,0.4,4.8
129,2019,4,1,21:30,0.0,82.0,0.0,0.2,5.1
130,2019,4,1,21:40,0.0,82.0,0.0,0.4,5.0
131,2019,4,1,21:50,0.0,82.0,0.0,0.4,5.5
132,2019,4,1,22:00,0.0,82.0,0.0,0.2,5.3
133,2019,4,1,22:10,0.0,82.0,0.0,0.4,5.4
134,2019,4,1,22:20,0.0,82.0,0.0,0.5,5.7
135,2019,4,1,22:30,0.0,84.0,0.0,0.5,5.0
136,2019,4,1,22:40,0.0,83.0,0.0,0.6,5.4
137,2019,4,1,22:50,0.0,84.0,0.0,0.6,4.7
138,2019,4,1,23:00,0.0,84.0,0.0,0.4,4.8
139,2019,4,1,23:10,0.0,84.0,0.0,0.5,4.8
140,2019,4,1,23:20,0.0,83.0,0.0,0.6,4.6
141,2019,4,1,23:30,0.0,84.0,0.0,0.3,4.0
142,2019,4,1,23:40,0.0,85.0,0.0,0.3,4.3
143,2019,4,1,23:50,0.0,84.0,0.0,0.3,4.7
144,2019,4,2,00:00,0.0,85.0,0.0,0.2,5.0
145,2019,4,2,00:10,0.0,84.0,0.0,0.5,5.0
146,2019,4,2,00:20,0.0,84.0,0.0,0.4,5.2
147,2019,4,2,00:30,0.0,85.0,0.0,0.3,4.6
148,2019,4,2,00:40,0.0,84.0,0.0,0.4,4.7
149,2019,4,2,00:50,0.0,84.0,0.0,0.2,4.1
150,2019,4,2,01:00,0.0,85.0,0.0,0.3,4.1
151,2019,4,2,01:10,0.0,85.0,0.0,0.2,5.2
152,2019,4,2,01:20,0.0,84.0,0.0,0.3,4.9
153,2019,4,2,01:30,0.0,84.0,0.0,0.2,4.5
154,2019,4,2,01:40,0.0,84.0,0.0,0.4,4.5
155,2019,4,2,01:50,1.0,85.0,0.0,0.2,4.7
156,2019,4,2,02:00,3.0,84.0,0.0,0.4,4.5
157,2019,4,2,02:10,5.0,83.0,0.0,0.4,4.5
158,2019,4,2,02:20,7.0,84.0,0.0,0.3,4.2
159,2019,4,2,02:30,7.0,84.0,0.0,0.3,4.0
160,2019,4,2,02:40,5.0,83.0,0.0,0.2,4.2
161,2019,4,2,02:50,3.0,83.0,0.0,0.2,4.3
162,2019,4,2,03:00,3.0,81.0,0.0,0.5,4.4
163,2019,4,2,03:10,3.0,82.0,0.0,0.2,4.1
164,2019,4,2,03:20,3.0,82.0,0.0,0.1,4.0
165,2019,4,2,03:30,3.0,83.0,0.0,0.0,4.4
166,2019,4,2,03:40,3.0,81.0,0.0,0.4,4.7
167,2019,4,2,03:50,5.0,82.0,0.0,0.3,4.2
168,2019,4,2,04:00,5.0,81.0,0.0,0.5,4.1
169,2019,4,2,04:10,7.0,81.0,0.0,0.7,4.2
170,2019,4,2,04:20,7.0,81.0,0.0,0.9,4.6
171,2019,4,2,04:30,5.0,82.0,0.0,1.0,4.3
172,2019,4,2,04:40,5.0,83.0,0.0,1.0,4.0
173,2019,4,2,04:50,5.0,84.0,0.0,1.2,4.5
174,2019,4,2,05:00,5.0,85.0,0.0,1.3,4.5
175,2019,4,2,05:10,1.0,86.0,0.0,1.4,4.1
176,2019,4,2,05:20,1.0,88.0,0.0,1.5,4.1
177,2019,4,2,05:30,0.0,87.0,0.0,1.6,4.5
178,2019,4,2,05:40,0.0,86.0,0.0,1.9,4.4
179,2019,4,2,05:50,1.0,85.0,0.0,2.2,4.8
180,2019,4,2,06:00,1.0,83.0,0.0,2.6,5.0
181,2019,4,2,06:10,1.0,83.0,0.0,2.6,5.4
182,2019,4,2,06:20,1.0,81.0,0.0,2.7,5.6
183,2019,4,2,06:30,1.0,80.0,0.0,2.9,5.9
184,2019,4,2,06:40,1.0,77.0,0.0,3.2,6.1
185,2019,4,2,06:50,1.0,76.0,0.0,3.4,7.1
186,2019,4,2,07:00,1.0,76.0,0.0,3.3,6.8
187,2019,4,2,07:10,1.0,73.0,0.0,3.7,6.7
188,2019,4,2,07:20,1.0,75.0,0.0,3.7,5.4
189,2019,4,2,07:30,1.0,73.0,0.0,4.0,4.6
190,2019,4,2,07:40,1.0,73.0,0.0,4.2,5.2
191,2019,4,2,07:50,1.0,75.0,0.0,4.0,6.1
192,2019,4,2,08:00,1.0,72.0,0.0,4.2,5.9
193,2019,4,2,08:10,1.0,72.0,0.0,4.1,6.5
194,2019,4,2,08:20,1.0,71.0,0.0,4.4,5.5
195,2019,4,2,08:30,1.0,72.0,0.0,4.8,5.3
196,2019,4,2,08:40,1.0,70.0,0.0,5.0,6.0
197,2019,4,2,08:50,1.0,72.0,0.0,4.1,7.8
198,2019,4,2,09:00,1.0,71.0,0.0,4.3,6.3
199,2019,4,2,09:10,0.0,70.0,0.0,5.0,6.1
200,2019,4,2,09:20,0.0,68.0,0.0,5.0,6.0
201,2019,4,2,09:30,1.0,69.0,0.0,4.8,6.3
202,2019,4,2,09:40,1.0,67.0,0.0,4.9,6.3
203,2019,4,2,09:50,3.0,67.0,0.0,5.1,6.3
204,2019,4,2,10:00,1.0,66.0,0.0,5.1,6.1
205,2019,4,2,10:10,1.0,65.0,0.0,5.2,7.1
206,2019,4,2,10:20,0.0,66.0,0.0,5.0,6.8
207,2019,4,2,10:30,0.0,63.0,0.0,5.7,6.3
208,2019,4,2,10:40,0.0,63.0,0.0,5.5,7.1
209,2019,4,2,10:50,0.0,60.0,0.0,5.5,7.0
210,2019,4,2,11:00,0.0,59.0,0.0,5.9,6.1
211,2019,4,2,11:10,1.0,56.0,0.0,5.6,7.3
212,2019,4,2,11:20,1.0,54.0,0.0,5.5,6.9
213,2019,4,2,11:30,1.0,52.0,0.0,5.9,6.3
214,2019,4,2,11:40,0.0,53.0,0.0,6.5,5.2
215,2019,4,2,11:50,0.0,48.0,0.0,6.1,6.3
216,2019,4,2,12:00,0.0,47.0,0.0,5.8,6.9
217,2019,4,2,12:10,0.0,46.0,0.0,5.7,7.1
218,2019,4,2,12:20,0.0,44.0,0.0,6.4,6.9
219,2019,4,2,12:30,0.0,43.0,0.0,6.1,6.9
220,2019,4,2,12:40,0.0,42.0,0.0,6.6,6.6
221,2019,4,2,12:50,0.0,44.0,0.0,6.7,5.5
222,2019,4,2,13:00,0.0,43.0,0.0,6.0,5.8
223,2019,4,2,13:10,0.0,43.0,0.0,6.4,6.4
224,2019,4,2,13:20,0.0,43.0,0.0,5.7,7.6
225,2019,4,2,13:30,0.0,44.0,0.0,5.9,6.5
226,2019,4,2,13:40,0.0,42.0,0.0,6.4,5.9
227,2019,4,2,13:50,0.0,43.0,0.0,6.2,5.3
228,2019,4,2,14:00,0.0,42.0,0.0,5.9,5.8
229,2019,4,2,14:10,0.0,43.0,0.0,6.1,5.1
230,2019,4,2,14:20,0.0,42.0,0.0,6.2,4.3
231,2019,4,2,14:30,0.0,45.0,0.0,6.4,5.1
232,2019,4,2,14:40,0.0,44.0,0.0,6.0,5.7
233,2019,4,2,14:50,0.0,45.0,0.0,6.0,5.2
234,2019,4,2,15:00,0.0,44.0,0.0,5.9,5.1
235,2019,4,2,15:10,0.0,45.0,0.0,5.9,4.9
236,2019,4,2,15:20,0.0,46.0,0.0,5.8,4.8
237,2019,4,2,15:30,0.0,48.0,0.0,5.7,5.5
238,2019,4,2,15:40,0.0,51.0,0.0,5.6,4.1
239,2019,4,2,15:50,0.0,49.0,0.0,5.4,4.1
240,2019,4,2,16:00,0.0,51.0,0.0,5.3,3.7
241,2019,4,2,16:10,0.0,50.0,0.0,5.2,3.7
242,2019,4,2,16:20,0.0,50.0,0.0,5.1,4.2
243,2019,4,2,16:30,0.0,51.0,0.0,4.9,4.4
244,2019,4,2,16:40,0.0,54.0,0.0,4.2,3.4
245,2019,4,2,16:50,0.0,56.0,0.0,3.9,3.4
246,2019,4,2,17:00,0.0,55.0,0.0,3.9,3.3
247,2019,4,2,17:10,0.0,55.0,0.0,3.7,3.4
248,2019,4,2,17:20,0.0,55.0,0.0,3.7,3.3
249,2019,4,2,17:30,0.0,57.0,0.0,3.2,2.8
250,2019,4,2,17:40,0.0,57.0,0.0,3.2,2.6
251,2019,4,2,17:50,0.0,56.0,0.0,3.3,3.1
252,2019,4,2,18:00,0.0,57.0,0.0,3.1,2.6
253,2019,4,2,18:10,0.0,57.0,0.0,3.0,2.3
254,2019,4,2,18:20,0.0,57.0,0.0,2.9,2.3
255,2019,4,2,18:30,0.0,57.0,0.0,2.8,2.4
256,2019,4,2,18:40,0.0,56.0,0.0,3.0,2.2
257,2019,4,2,18:50,0.0,66.0,0.0,2.2,1.8
258,2019,4,2,19:00,0.0,75.0,0.0,1.8,2.9
259,2019,4,2,19:10,0.0,76.0,0.0,1.7,2.8
260,2019,4,2,19:20,0.0,76.0,0.0,1.7,2.7
261,2019,4,2,19:30,0.0,78.0,0.0,1.3,2.8
262,2019,4,2,19:40,0.0,78.0,0.0,1.3,2.9
263,2019,4,2,19:50,0.0,78.0,0.0,1.3,3.5
264,2019,4,2,20:00,0.0,75.0,0.0,1.4,3.6
265,2019,4,2,20:10,0.0,74.0,0.0,1.6,3.8
266,2019,4,2,20:20,0.0,73.0,0.0,1.8,3.8
267,2019,4,2,20:30,0.0,72.0,0.0,1.8,3.8
268,2019,4,2,20:40,0.0,70.0,0.0,2.0,4.3
269,2019,4,2,20:50,0.0,66.0,0.0,2.4,5.0
270,2019,4,2,21:00,0.0,68.0,0.0,2.0,4.1
271,2019,4,2,21:10,0.0,65.0,0.0,2.3,3.7
272,2019,4,2,21:20,0.0,66.0,0.0,2.2,3.6
273,2019,4,2,21:30,0.0,67.0,0.0,2.2,2.9
274,2019,4,2,21:40,0.0,69.0,0.0,2.1,2.6
275,2019,4,2,21:50,0.0,70.0,0.0,1.9,2.4
276,2019,4,2,22:00,0.0,70.0,0.0,1.8,2.9
277,2019,4,2,22:10,0.0,71.0,0.0,1.8,3.5
278,2019,4,2,22:20,0.0,71.0,0.0,1.8,3.2
279,2019,4,2,22:30,0.0,71.0,0.0,1.8,3.1
280,2019,4,2,22:40,0.0,71.0,0.0,1.8,3.0
281,2019,4,2,22:50,0.0,71.0,0.0,1.8,3.2
282,2019,4,2,23:00,0.0,73.0,0.0,1.5,3.5
283,2019,4,2,23:10,0.0,71.0,0.0,1.6,3.1
284,2019,4,2,23:20,0.0,70.0,0.0,1.6,3.3
285,2019,4,2,23:30,0.0,68.0,0.0,1.7,3.5
286,2019,4,2,23:40,0.0,68.0,0.0,1.7,3.6
287,2019,4,2,23:50,0.0,67.0,0.0,1.8,3.8
288,2019,4,3,00:00,0.0,67.0,0.0,1.8,3.7
289,2019,4,3,00:10,0.0,65.0,0.0,1.7,3.8
290,2019,4,3,00:20,0.0,62.0,0.0,2.1,3.9
291,2019,4,3,00:30,0.0,57.0,0.0,2.7,4.4
292,2019,4,3,00:40,0.0,56.0,0.0,2.8,4.8
293,2019,4,3,00:50,0.0,55.0,0.0,2.9,5.2
294,2019,4,3,01:00,0.0,57.0,0.0,2.7,5.0
295,2019,4,3,01:10,0.0,58.0,0.0,2.7,4.8
296,2019,4,3,01:20,0.0,60.0,0.0,2.6,4.7
297,2019,4,3,01:30,0.0,60.0,0.0,2.7,4.2
298,2019,4,3,01:40,0.0,63.0,0.0,2.3,4.3
299,2019,4,3,01:50,0.0,63.0,0.0,2.4,4.1
300,2019,4,3,02:00,0.0,62.0,0.0,2.3,4.0
301,2019,4,3,02:10,0.0,64.0,0.0,2.2,4.7
302,2019,4,3,02:20,0.0,64.0,0.0,2.2,4.3
303,2019,4,3,02:30,0.0,64.0,0.0,2.2,4.0
304,2019,4,3,02:40,0.0,65.0,0.0,2.0,3.2
305,2019,4,3,02:50,0.0,66.0,0.0,2.1,3.6
306,2019,4,3,03:00,0.0,66.0,0.0,1.9,3.2
307,2019,4,3,03:10,0.0,64.0,0.0,2.0,3.0
308,2019,4,3,03:20,0.0,64.0,0.0,2.0,2.7
309,2019,4,3,03:30,0.0,63.0,0.0,2.2,2.9
310,2019,4,3,03:40,0.0,64.0,0.0,1.9,3.2
311,2019,4,3,03:50,0.0,64.0,0.0,2.1,2.2
312,2019,4,3,04:00,0.0,64.0,0.0,1.9,2.4
313,2019,4,3,04:10,0.0,65.0,0.0,2.0,2.6
314,2019,4,3,04:20,0.0,65.0,0.0,2.0,2.3
315,2019,4,3,04:30,0.0,62.0,0.0,2.3,3.0
316,2019,4,3,04:40,0.0,60.0,0.0,2.6,4.1
317,2019,4,3,04:50,0.0,61.0,0.0,2.6,2.4
318,2019,4,3,05:00,0.0,60.0,0.0,2.8,3.4
319,2019,4,3,05:10,0.0,62.0,0.0,2.9,2.3
320,2019,4,3,05:20,0.0,61.0,0.0,3.1,3.5
321,2019,4,3,05:30,0.0,58.0,0.0,3.7,3.7
322,2019,4,3,05:40,1.0,58.0,0.0,4.0,4.0
323,2019,4,3,05:50,1.0,56.0,0.0,4.4,3.5
324,2019,4,3,06:00,1.0,54.0,0.0,4.7,2.5
325,2019,4,3,06:10,0.0,53.0,0.0,5.1,2.6
326,2019,4,3,06:20,0.0,54.0,0.0,5.3,2.4
327,2019,4,3,06:30,0.0,53.0,0.0,5.4,2.7
328,2019,4,3,06:40,0.0,55.0,0.0,5.4,3.4
329,2019,4,3,06:50,0.0,54.0,0.0,5.5,3.6
330,2019,4,3,07:00,0.0,54.0,0.0,5.3,4.2
331,2019,4,3,07:10,0.0,54.0,0.0,5.4,3.4
332,2019,4,3,07:20,0.0,53.0,0.0,5.5,3.1
333,2019,4,3,07:30,0.0,52.0,0.0,5.4,4.4
334,2019,4,3,07:40,0.0,50.0,0.0,6.1,3.5
335,2019,4,3,07:50,0.0,50.0,0.0,6.0,3.5
336,2019,4,3,08:00,0.0,51.0,0.0,6.4,3.5
337,2019,4,3,08:10,0.0,49.0,0.0,6.2,4.7
338,2019,4,3,08:20,0.0,48.0,0.0,6.9,3.3
339,2019,4,3,08:30,0.0,49.0,0.0,6.6,4.6
340,2019,4,3,08:40,0.0,47.0,0.0,6.7,4.8
341,2019,4,3,08:50,0.0,46.0,0.0,7.3,5.0
342,2019,4,3,09:00,0.0,46.0,0.0,7.1,4.5
343,2019,4,3,09:10,0.0,45.0,0.0,7.3,4.4
344,2019,4,3,09:20,0.0,42.0,0.0,8.0,3.6
345,2019,4,3,09:30,0.0,42.0,0.0,7.9,4.9
346,2019,4,3,09:40,0.0,43.0,0.0,8.4,3.5
347,2019,4,3,09:50,0.0,39.0,0.0,8.9,4.3
348,2019,4,3,10:00,0.0,38.0,0.0,9.2,3.6
349,2019,4,3,10:10,0.0,39.0,0.0,9.0,5.5
350,2019,4,3,10:20,0.0,38.0,0.0,9.7,5.3
351,2019,4,3,10:30,0.0,37.0,0.0,9.7,5.5
352,2019,4,3,10:40,0.0,39.0,0.0,9.5,5.4
353,2019,4,3,10:50,0.0,38.0,0.0,9.5,5.1
354,2019,4,3,11:00,0.0,39.0,0.0,9.9,6.3
355,2019,4,3,11:10,0.0,37.0,0.0,10.0,5.8
356,2019,4,3,11:20,0.0,38.0,0.0,10.3,5.7
357,2019,4,3,11:30,0.0,36.0,0.0,10.4,5.2
358,2019,4,3,11:40,0.0,34.0,0.0,10.9,5.1
359,2019,4,3,11:50,0.0,33.0,0.0,11.5,4.0
360,2019,4,3,12:00,0.0,31.0,0.0,11.4,3.7
361,2019,4,3,12:10,0.0,32.0,0.0,11.0,4.9
362,2019,4,3,12:20,0.0,31.0,0.0,11.0,5.2
363,2019,4,3,12:30,0.0,32.0,0.0,11.3,5.3
364,2019,4,3,12:40,0.0,32.0,0.0,11.4,4.7
365,2019,4,3,12:50,0.0,32.0,0.0,11.5,4.9
366,2019,4,3,13:00,0.0,31.0,0.0,11.2,4.5
367,2019,4,3,13:10,0.0,32.0,0.0,11.4,5.0
368,2019,4,3,13:20,0.0,32.0,0.0,11.6,4.4
369,2019,4,3,13:30,0.0,35.0,0.0,10.4,3.9
370,2019,4,3,13:40,0.0,36.0,0.0,9.8,4.2
371,2019,4,3,13:50,0.0,38.0,0.0,10.0,3.3
372,2019,4,3,14:00,0.0,38.0,0.0,9.7,3.7
373,2019,4,3,14:10,0.0,39.0,0.0,9.5,3.0
374,2019,4,3,14:20,0.0,39.0,0.0,9.6,3.5
375,2019,4,3,14:30,0.0,39.0,0.0,9.2,3.8
376,2019,4,3,14:40,0.0,40.0,0.0,9.6,3.6
377,2019,4,3,14:50,0.0,42.0,0.0,8.8,3.1
378,2019,4,3,15:00,0.0,44.0,0.0,8.6,2.8
379,2019,4,3,15:10,0.0,45.0,0.0,8.6,2.5
380,2019,4,3,15:20,0.0,45.0,0.0,8.3,2.2
381,2019,4,3,15:30,0.0,47.0,0.0,7.8,3.6
382,2019,4,3,15:40,0.0,49.0,0.0,7.6,3.4
383,2019,4,3,15:50,0.0,51.0,0.0,7.2,2.7
384,2019,4,3,16:00,0.0,51.0,0.0,7.1,2.6
385,2019,4,3,16:10,0.0,52.0,0.0,7.0,2.4
386,2019,4,3,16:20,0.0,53.0,0.0,6.8,2.3
387,2019,4,3,16:30,0.0,55.0,0.0,6.5,2.9
388,2019,4,3,16:40,0.0,56.0,0.0,6.2,3.2
389,2019,4,3,16:50,0.0,58.0,0.0,5.9,3.3
390,2019,4,3,17:00,0.0,58.0,0.0,5.9,3.5
391,2019,4,3,17:10,0.0,59.0,0.0,5.6,3.4
392,2019,4,3,17:20,0.0,59.0,0.0,5.7,3.0
393,2019,4,3,17:30,0.0,58.0,0.0,5.7,3.0
394,2019,4,3,17:40,0.0,57.0,0.0,5.8,3.2
395,2019,4,3,17:50,0.0,53.0,0.0,6.4,3.8
396,2019,4,3,18:00,0.0,52.0,0.0,6.5,4.3
397,2019,4,3,18:10,0.0,48.0,0.0,7.0,4.7
398,2019,4,3,18:20,0.0,43.0,0.0,7.8,5.4
399,2019,4,3,18:30,0.0,42.0,0.0,8.0,5.8
400,2019,4,3,18:40,0.0,41.0,0.0,8.1,5.9
401,2019,4,3,18:50,0.0,40.0,0.0,8.3,6.6
402,2019,4,3,19:00,0.0,39.0,0.0,8.2,5.9
403,2019,4,3,19:10,0.0,37.0,0.0,8.6,6.2
404,2019,4,3,19:20,0.0,39.0,0.0,8.3,5.3
405,2019,4,3,19:30,0.0,38.0,0.0,8.4,6.2
406,2019,4,3,19:40,0.0,40.0,0.0,7.9,6.4
407,2019,4,3,19:50,0.0,41.0,0.0,7.5,5.5
408,2019,4,3,20:00,0.0,43.0,0.0,7.3,5.7
409,2019,4,3,20:10,0.0,44.0,0.0,6.9,5.2
410,2019,4,3,20:20,0.0,44.0,0.0,7.1,4.7
411,2019,4,3,20:30,0.0,45.0,0.0,6.8,4.5
412,2019,4,3,20:40,0.0,46.0,0.0,6.5,3.7
413,2019,4,3,20:50,0.0,49.0,0.0,6.2,4.2
414,2019,4,3,21:00,0.0,48.0,0.0,6.3,4.4
415,2019,4,3,21:10,0.0,47.0,0.0,6.3,4.0
416,2019,4,3,21:20,0.0,46.0,0.0,6.3,4.0
417,2019,4,3,21:30,0.0,46.0,0.0,6.4,4.6
418,2019,4,3,21:40,0.0,45.0,0.0,6.4,4.6
419,2019,4,3,21:50,0.0,46.0,0.0,6.1,4.7
420,2019,4,3,22:00,0.0,46.0,0.0,6.1,4.1
